resource_id,title,description,topics,difficulty,format,duration_minutes,cost_type,price_usd,provider,quality_score,accessibility_score,has_captions,has_transcript,prerequisites,language,resource_url,popularity_score
R0410,NLP Foundations 410,An original intermediate learning resource that develops nlp concepts through tutorial activities and connects them with deep learning practice.,NLP|Deep learning,Intermediate,Tutorial,480,Paid,9.0,Forge Learning,0.846,0.98,True,True,Statistics,English,https://example.org/learnbridge/resources/R0410,0.473
R0411,Mathematics Workshop 411,An original intermediate learning resource that develops mathematics concepts through article activities and connects them with data science practice.,Mathematics|Data science,Intermediate,Article,20,Free,0.0,Atlas Learning,0.644,0.939,True,True,Statistics,English,https://example.org/learnbridge/resources/R0411,0.712
R0412,Machine learning Concept Clinic 412,An original advanced learning resource that develops machine learning concepts through practice quiz activities and connects them with cloud computing practice.,Machine learning|Cloud computing,Advanced,Practice quiz,240,Free,0.0,Circuit Learning,0.55,0.893,True,True,Python,English,https://example.org/learnbridge/resources/R0412,0.621
R0413,Mathematics Concept Clinic 413,An original intermediate learning resource that develops mathematics concepts through interactive exercise activities and connects them with nlp practice.,Mathematics|NLP,Intermediate,Interactive exercise,90,Free,0.0,Cedar Learning,0.785,0.94,True,True,Python,English,https://example.org/learnbridge/resources/R0413,0.33
R0414,NLP Workshop 414,An original beginner learning resource that develops nlp concepts through interactive exercise activities and connects them with python practice.,NLP|Python,Beginner,Interactive exercise,20,Free,0.0,Nexus Learning,0.831,0.873,True,True,None,English,https://example.org/learnbridge/resources/R0414,0.655
R0415,Cloud computing Concept Clinic 415,An original intermediate learning resource that develops cloud computing concepts through practice quiz activities and connects them with data science practice.,Cloud computing|Data science,Intermediate,Practice quiz,480,Paid,15.0,Quill Learning,0.64,0.974,True,True,Python,English,https://example.org/learnbridge/resources/R0415,0.395
R0416,NLP Practice Lab 416,An original intermediate learning resource that develops nlp concepts through tutorial activities and connects them with cloud computing practice.,NLP|Cloud computing,Intermediate,Tutorial,240,Paid,59.0,Mosaic Learning,0.882,0.942,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0416,0.226
R0417,Data science Essentials 417,An original beginner learning resource that develops data science concepts through practice quiz activities and connects them with statistics practice.,Data science|Statistics,Beginner,Practice quiz,45,Free,0.0,Bridge Learning,0.608,0.975,True,True,None,English,https://example.org/learnbridge/resources/R0417,0.226
R0418,SQL Practice Lab 418,An original beginner learning resource that develops sql concepts through project activities and connects them with statistics practice.,SQL|Statistics,Beginner,Project,360,Paid,59.0,Quill Learning,0.804,0.929,True,True,None,English,https://example.org/learnbridge/resources/R0418,0.522
R0419,Cloud computing Workshop 419,An original intermediate learning resource that develops cloud computing concepts through tutorial activities and connects them with deep learning practice.,Cloud computing|Deep learning,Intermediate,Tutorial,90,Free,0.0,Forge Learning,0.651,0.834,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0419,0.495
R0420,Machine learning Workshop 420,An original advanced learning resource that develops machine learning concepts through practice quiz activities and connects them with responsible ai practice.,Machine learning|Responsible AI,Advanced,Practice quiz,45,Free,0.0,Pixel Learning,0.513,0.995,True,True,Python,English,https://example.org/learnbridge/resources/R0420,0.542
R0421,Responsible AI Foundations 421,An original advanced learning resource that develops responsible ai concepts through article activities and connects them with nlp practice.,Responsible AI|NLP,Advanced,Article,360,Free,0.0,Bridge Learning,0.668,0.995,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0421,0.441
R0422,Python Concept Clinic 422,An original advanced learning resource that develops python concepts through interactive exercise activities and connects them with software engineering practice.,Python|Software engineering,Advanced,Interactive exercise,90,Free,0.0,Atlas Learning,0.882,0.895,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0422,0.628
R0423,Deep learning Concept Clinic 423,An original beginner learning resource that develops deep learning concepts through tutorial activities and connects them with python practice.,Deep learning|Python,Beginner,Tutorial,20,Free,0.0,Pixel Learning,0.691,0.88,True,True,None,English,https://example.org/learnbridge/resources/R0423,0.638
R0424,SQL Practice Lab 424,An original beginner learning resource that develops sql concepts through tutorial activities and connects them with statistics practice.,SQL|Statistics,Beginner,Tutorial,30,Paid,15.0,Forge Learning,0.622,0.995,True,True,None,English,https://example.org/learnbridge/resources/R0424,0.669
R0425,NLP Concept Clinic 425,An original beginner learning resource that develops nlp concepts through interactive exercise activities and connects them with deep learning practice.,NLP|Deep learning,Beginner,Interactive exercise,90,Free,0.0,Nexus Learning,0.497,0.996,True,True,None,English,https://example.org/learnbridge/resources/R0425,0.652
R0426,Computer vision Practice Lab 426,An original beginner learning resource that develops computer vision concepts through tutorial activities and connects them with deep learning practice.,Computer vision|Deep learning,Beginner,Tutorial,45,Free,0.0,Compass Learning,0.983,0.842,True,True,None,English,https://example.org/learnbridge/resources/R0426,0.17
R0427,Computer vision Field Guide 427,An original intermediate learning resource that develops computer vision concepts through practice quiz activities and connects them with machine learning practice.,Computer vision|Machine learning,Intermediate,Practice quiz,45,Free,0.0,Nexus Learning,0.715,0.84,True,True,Statistics,English,https://example.org/learnbridge/resources/R0427,0.356
R0428,Python Applied Path 428,An original beginner learning resource that develops python concepts through practice quiz activities and connects them with statistics practice.,Python|Statistics,Beginner,Practice quiz,240,Paid,25.0,Willow Learning,0.547,0.825,True,True,None,English,https://example.org/learnbridge/resources/R0428,0.099
R0429,Software engineering Applied Path 429,An original intermediate learning resource that develops software engineering concepts through tutorial activities and connects them with nlp practice.,Software engineering|NLP,Intermediate,Tutorial,90,Free,0.0,Nova Learning,0.652,0.926,True,True,Statistics,English,https://example.org/learnbridge/resources/R0429,0.478
R0430,Mathematics Foundations 430,An original beginner learning resource that develops mathematics concepts through video activities and connects them with machine learning practice.,Mathematics|Machine learning,Beginner,Video,180,Free,0.0,Harbor Learning,0.607,0.991,True,True,None,English,https://example.org/learnbridge/resources/R0430,0.654
R0431,Data science Field Guide 431,An original intermediate learning resource that develops data science concepts through tutorial activities and connects them with responsible ai practice.,Data science|Responsible AI,Intermediate,Tutorial,120,Free,0.0,Mosaic Learning,0.502,0.965,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0431,0.859
R0432,NLP Concept Clinic 432,An original beginner learning resource that develops nlp concepts through article activities and connects them with cloud computing practice.,NLP|Cloud computing,Beginner,Article,45,Free,0.0,Sprout Learning,0.879,0.901,True,True,None,English,https://example.org/learnbridge/resources/R0432,0.357
